product_id,tn,cust_request_tn,cust_request_qty,plan_precios_cuidados,mes,meses_historia,cat1,cat2,cat3,sku_size,producto_estrella,temp_media,temp_max_media,temp_min_media,IPC,promedio_mens_dolar_venta,catastrofe,dif_cust_request_tn,dif_cust_request_tn_porc,tn_lag_1,tn_lag_2,tn_lag_3,tn_lag_4,tn_lag_5,tn_lag_6,tn_lag_7,tn_lag_8,tn_lag_9,tn_lag_10,tn_lag_11,tn_lag_12,tn_lag_13,tn_lag_14,tn_lag_15,tn_delta_1,tn_delta_2,tn_delta_3,tn_delta_4,tn_delta_5,tn_delta_6,tn_delta_7,tn_delta_8,tn_delta_9,tn_delta_10,tn_delta_11,tn_delta_12,tn_delta_13,tn_delta_14,tn_delta_15,cat1_tn,cat1_tn_lag_1,cat1_tn_delta_1,cat1_tn_lag_2,cat1_tn_delta_2,cat1_tn_lag_3,cat1_tn_delta_3,cat1_tn_lag_4,cat1_tn_delta_4,cat1_tn_lag_5,cat1_tn_delta_5,cat1_tn_lag_6,cat1_tn_delta_6,cat1_tn_lag_7,cat1_tn_delta_7,cat1_tn_lag_8,cat1_tn_delta_8,cat1_tn_lag_9,cat1_tn_delta_9,cat1_tn_lag_10,cat1_tn_delta_10,cat1_tn_lag_11,cat1_tn_delta_11,cat1_tn_lag_12,cat1_tn_delta_12,cat1_tn_lag_13,cat1_tn_delta_13,cat1_tn_lag_14,cat1_tn_delta_14,cat1_tn_lag_15,cat1_tn_delta_15,cat2_tn,cat2_tn_lag_1,cat2_tn_delta_1,cat2_tn_lag_2,cat2_tn_delta_2,cat2_tn_lag_3,cat2_tn_delta_3,cat2_tn_lag_4,cat2_tn_delta_4,cat2_tn_lag_5,cat2_tn_delta_5,cat2_tn_lag_6,cat2_tn_delta_6,cat2_tn_lag_7,cat2_tn_delta_7,cat2_tn_lag_8,cat2_tn_delta_8,cat2_tn_lag_9,cat2_tn_delta_9,cat2_tn_lag_10,cat2_tn_delta_10,cat2_tn_lag_11,cat2_tn_delta_11,cat2_tn_lag_12,cat2_tn_delta_12,cat2_tn_lag_13,cat2_tn_delta_13,cat2_tn_lag_14,cat2_tn_delta_14,cat2_tn_lag_15,cat2_tn_delta_15,cat3_tn,cat3_tn_lag_1,cat3_tn_delta_1,cat3_tn_lag_2,cat3_tn_delta_2,cat3_tn_lag_3,cat3_tn_delta_3,cat3_tn_lag_4,cat3_tn_delta_4,cat3_tn_lag_5,cat3_tn_delta_5,cat3_tn_lag_6,cat3_tn_delta_6,cat3_tn_lag_7,cat3_tn_delta_7,cat3_tn_lag_8,cat3_tn_delta_8,cat3_tn_lag_9,cat3_tn_delta_9,cat3_tn_lag_10,cat3_tn_delta_10,cat3_tn_lag_11,cat3_tn_delta_11,cat3_tn_lag_12,cat3_tn_delta_12,cat3_tn_lag_13,cat3_tn_delta_13,cat3_tn_lag_14,cat3_tn_delta_14,cat3_tn_lag_15,cat3_tn_delta_15,tn_target,tn_predicted
20206,47.21808,47.21808,234.0,0.0,2,25,HC,HOGAR,PISOS,2000.0,0.0,24.2,29.1,19.2,3.8,38.4,False,0.0,0.0,31.19844,27.10344,30.00816,32.95656,33.29508,39.06084,47.57844,57.53748,16.117919999999998,35.77392,29.29836,45.96228,28.38108,49.12908,37.77228,16.01964,20.11464,17.20992,14.261519999999996,13.923000000000002,8.157240000000002,-0.36036,-10.319400000000002,31.10016,11.444160000000004,17.91972,1.2558000000000007,18.837,-1.9110000000000011,9.445799999999998,18557.01672,17956.986,600.0307199999988,16564.8676,1992.1491199999984,20725.71327,-2168.696550000001,22559.80638,-4002.789660000002,20413.00558,-1855.9888600000013,23117.69887,-4560.682150000001,20762.78062,-2205.7639000000017,21589.87856,-3032.8618400000014,25445.28254,-6888.2658200000005,22694.82364,-4137.806919999999,29986.41225,-11429.395530000002,21312.38248,-2755.3657600000006,19118.31309,-561.29637,22721.70153,-4164.684809999999,26323.0371,-7766.020380000002,2536.02143,2577.28914,-41.26770999999962,1997.75485,538.2665800000002,2223.13622,312.8852100000004,2555.57821,-19.55677999999989,2115.89123,420.13020000000006,2673.44102,-137.41958999999952,2613.7273,-77.70586999999978,2299.71949,236.3019400000003,2876.46778,-340.4463499999997,3046.59415,-510.57271999999966,3470.66297,-934.6415399999996,2799.60417,-263.58273999999983,2331.72539,204.29604000000015,2865.16763,-329.1461999999997,3285.8841,-749.86267,274.21493,146.15078,128.06414999999998,158.76113,115.45379999999996,202.64598,71.56894999999997,227.11649,47.09843999999998,211.31306,62.90186999999997,290.00163,-15.786699999999996,232.60885,41.60607999999996,224.94228,49.27264999999997,246.25583,27.959099999999975,275.30405,-1.0891200000000367,304.30342,-30.08849000000004,323.36967,-49.15474,226.49927,47.71565999999999,235.01562,39.19930999999997,251.90272,22.312209999999965,36.78948,37.19003401731612
20207,23.21729,23.21729,119.0,0.0,2,25,FOODS,ADEREZOS,Mayonesa,475.0,0.0,24.2,29.1,19.2,3.8,38.4,False,0.0,0.0,33.89574,26.15666,27.51379,55.6499,43.82607,33.63097,33.43233,22.05883,39.90704,29.18883,89.63185,42.15123,37.484,92.18056,59.77445,-10.678450000000003,-2.9393700000000003,-4.296500000000002,-32.432610000000004,-20.608780000000003,-10.41368,-10.215040000000002,1.158459999999998,-16.689750000000004,-5.971540000000001,-66.41456,-18.93394,-14.266710000000003,-68.96327,-36.55716,6076.86775,5861.66846,215.19929000000047,5638.83007,438.0376800000004,7697.71507,-1620.84732,8230.65501,-2153.78726,7546.90896,-1470.0412099999994,8238.45257,-2161.584819999999,6731.2377,-654.3699499999993,6813.9678,-737.10005,8415.4098,-2338.542049999999,7329.36337,-1252.4956199999997,9090.68155,-3013.813799999999,6613.61818,-536.75043,5157.12852,919.73923,6725.61765,-648.7498999999998,8799.99482,-2723.1270699999995,3818.79481,4225.41489,-406.62008000000014,4305.73787,-486.94306000000006,6100.95579,-2282.16098,6557.28642,-2738.4916100000005,5764.96503,-1946.1702200000004,5909.285,-2090.49019,4261.13119,-442.3363800000002,3784.06166,34.73315000000002,4776.35769,-957.56288,4090.53639,-271.74158000000034,4912.40087,-1093.6060600000003,4505.4888,-686.6939900000002,3768.12947,50.665340000000015,4983.49939,-1164.70458,6980.377820000001,-3161.5830100000007,2921.02692,3169.74696,-248.7200399999997,3204.16289,-283.1359699999998,4421.90999,-1500.88307,5063.17958,-2142.15266,4120.08745,-1199.0605299999995,4294.47844,-1373.4515199999996,3010.00526,-88.97833999999966,2661.728,259.2989200000002,3409.48202,-488.4550999999997,3007.06302,-86.0360999999998,3488.88527,-567.85835,3396.2408,-475.2138799999998,2673.80267,247.2242500000002,3687.3776,-766.35068,5328.077200000001,-2407.0502800000004,20.28448,25.393992185037455
20208,45.41673,45.41673,294.0,0.0,2,25,PC,CABELLO,SHAMPOO,650.0,0.0,24.2,29.1,19.2,3.8,38.4,False,0.0,0.0,32.3312,28.54763,31.55128,26.40441,32.32392,29.40056,25.08496,32.54984,35.02859,27.71665,46.14583,30.82235,34.51825,20.89318,31.75533,13.08553,16.8691,13.865450000000004,19.012320000000003,13.09281,16.016170000000002,20.33177,12.866889999999998,10.38814,17.70008,-0.7290999999999954,14.59438,10.89848,24.52355,13.6614,6404.59203,6156.20969,248.3823400000001,5241.36305,1163.22898,5819.48668,585.1053499999998,6352.47097,52.12105999999949,5863.34339,541.2486399999998,6189.66883,214.92320000000015,6203.48173,201.11030000000028,7352.39439,-947.8023600000006,7602.02822,-1197.4361900000004,7248.97144,-844.3794100000005,10526.35092,-4121.758890000001,7172.62281,-768.03078,7023.45545,-618.8634200000006,7297.63638,-893.0443500000001,8888.00629,-2483.41426,4242.05794,3981.84758,260.2103599999996,3232.77547,1009.2824699999996,3773.5836,468.47433999999976,4138.96793,103.0900099999999,3664.38761,577.6703299999995,3835.56257,406.4953699999997,3819.62734,422.4305999999997,4555.55059,-313.49265000000014,4641.04722,-398.9892800000007,4426.67761,-184.61967000000004,6476.34838,-2234.2904400000007,4411.33719,-169.2792500000005,4113.84645,128.21148999999969,4225.66922,16.38871999999992,5254.09741,-1012.0394700000006,2173.41175,2058.508,114.9037500000004,1639.23367,534.1780800000001,1904.5083,268.90345000000025,2202.8271,-29.41534999999976,1898.21607,275.19568000000027,2005.28712,168.12463000000025,2020.56145,152.8503000000003,2284.24157,-110.82981999999993,2327.73525,-154.32349999999997,2282.8207,-109.40895,3338.18834,-1164.77659,2349.85911,-176.44735999999966,2129.79863,43.61311999999998,2197.12155,-23.709799999999632,2708.2071,-534.7953499999999,40.99175,34.02710989522798
20209,41.9452,41.9452,296.0,0.0,2,25,HC,HOGAR,Cremoso,375.0,0.0,24.2,29.1,19.2,3.8,38.4,False,0.0,0.0,23.52589,24.60282,13.91072,18.91896,23.66098,27.69863,33.93537,39.28752,25.83131,48.98043,21.75681,36.68717,32.854260000000004,26.57663,38.91903,18.41931,17.34238,28.03448,23.02624,18.28422,14.246569999999998,8.009830000000001,2.657679999999999,16.11389,-7.035229999999999,20.18839,5.258029999999998,9.090939999999996,15.368569999999998,3.0261700000000005,18557.01672,17956.986,600.0307199999988,16564.8676,1992.1491199999984,20725.71327,-2168.696550000001,22559.80638,-4002.789660000002,20413.00558,-1855.9888600000013,23117.69887,-4560.682150000001,20762.78062,-2205.7639000000017,21589.87856,-3032.8618400000014,25445.28254,-6888.2658200000005,22694.82364,-4137.806919999999,29986.41225,-11429.395530000002,21312.38248,-2755.3657600000006,19118.31309,-561.29637,22721.70153,-4164.684809999999,26323.0371,-7766.020380000002,2536.02143,2577.28914,-41.26770999999962,1997.75485,538.2665800000002,2223.13622,312.8852100000004,2555.57821,-19.55677999999989,2115.89123,420.13020000000006,2673.44102,-137.41958999999952,2613.7273,-77.70586999999978,2299.71949,236.3019400000003,2876.46778,-340.4463499999997,3046.59415,-510.57271999999966,3470.66297,-934.6415399999996,2799.60417,-263.58273999999983,2331.72539,204.29604000000015,2865.16763,-329.1461999999997,3285.8841,-749.86267,966.96106,1172.21483,-205.25377000000012,790.71203,176.24902999999995,935.78562,31.17543999999998,1100.05247,-133.0914100000001,657.7270599999999,309.23400000000004,975.82677,-8.865710000000036,1010.63836,-43.67730000000006,1073.00522,-106.04416000000003,1155.23678,-188.27572,1250.15912,-283.19806000000005,1460.92848,-493.96742000000006,1029.06164,-62.10058000000015,901.52483,65.43622999999991,985.2083,-18.247240000000037,1339.51144,-372.55038,52.96481,30.88214346721672
20211,28.33532,30.85128,272.0,0.0,2,25,FOODS,ADEREZOS,Mostaza,200.0,0.0,24.2,29.1,19.2,3.8,38.4,False,2.51596,8.155123547548108,26.15566,26.99867,34.10103,44.26104,38.66996,51.87442,32.30581,33.07891,46.56727,32.6945,42.7323,39.87554,50.92658,47.95198,52.03174,2.1796599999999984,1.3366499999999988,-5.765710000000002,-15.925720000000002,-10.334640000000004,-23.5391,-3.9704900000000016,-4.743590000000001,-18.23195,-4.359179999999999,-14.396980000000005,-11.54022,-22.59126,-19.61666,-23.69642,6076.86775,5861.66846,215.19929000000047,5638.83007,438.0376800000004,7697.71507,-1620.84732,8230.65501,-2153.78726,7546.90896,-1470.0412099999994,8238.45257,-2161.584819999999,6731.2377,-654.3699499999993,6813.9678,-737.10005,8415.4098,-2338.542049999999,7329.36337,-1252.4956199999997,9090.68155,-3013.813799999999,6613.61818,-536.75043,5157.12852,919.73923,6725.61765,-648.7498999999998,8799.99482,-2723.1270699999995,3818.79481,4225.41489,-406.62008000000014,4305.73787,-486.94306000000006,6100.95579,-2282.16098,6557.28642,-2738.4916100000005,5764.96503,-1946.1702200000004,5909.285,-2090.49019,4261.13119,-442.3363800000002,3784.06166,34.73315000000002,4776.35769,-957.56288,4090.53639,-271.74158000000034,4912.40087,-1093.6060600000003,4505.4888,-686.6939900000002,3768.12947,50.665340000000015,4983.49939,-1164.70458,6980.377820000001,-3161.5830100000007,422.50616,526.12414,-103.61798,536.10382,-113.59766000000002,830.0596400000001,-407.55348,649.79772,-227.29156,775.14679,-352.64063,770.11927,-347.61311,579.8222000000001,-157.31604000000004,594.95477,-172.44861000000003,647.894,-225.38784,480.66739,-58.16122999999999,585.80134,-163.29517999999996,589.56602,-167.05985999999996,541.34672,-118.84055999999998,629.58116,-207.07499999999996,797.51614,-375.0099799999999,12.2348,26.197830564795876
20212,20.01694,20.01694,355.0,0.0,2,25,PC,CABELLO,Acond Mujer,400.0,0.0,24.2,29.1,19.2,3.8,38.4,False,0.0,0.0,38.82355,14.16639,27.07429,26.0323,23.84846,31.96504,24.44512,22.43431,27.75766,33.12415,33.70782,19.99988,15.7491,11.88301,14.60734,-18.80661,5.850550000000002,-7.05735,-6.015359999999998,-3.8315199999999976,-11.948099999999997,-4.428179999999998,-2.4173699999999982,-7.74072,-13.107209999999998,-13.690879999999996,0.0170600000000007,4.267840000000001,8.133930000000001,5.409600000000001,6404.59203,6156.20969,248.3823400000001,5241.36305,1163.22898,5819.48668,585.1053499999998,6352.47097,52.12105999999949,5863.34339,541.2486399999998,6189.66883,214.92320000000015,6203.48173,201.11030000000028,7352.39439,-947.8023600000006,7602.02822,-1197.4361900000004,7248.97144,-844.3794100000005,10526.35092,-4121.758890000001,7172.62281,-768.03078,7023.45545,-618.8634200000006,7297.63638,-893.0443500000001,8888.00629,-2483.41426,4242.05794,3981.84758,260.2103599999996,3232.77547,1009.2824699999996,3773.5836,468.47433999999976,4138.96793,103.0900099999999,3664.38761,577.6703299999995,3835.56257,406.4953699999997,3819.62734,422.4305999999997,4555.55059,-313.49265000000014,4641.04722,-398.9892800000007,4426.67761,-184.61967000000004,6476.34838,-2234.2904400000007,4411.33719,-169.2792500000005,4113.84645,128.21148999999969,4225.66922,16.38871999999992,5254.09741,-1012.0394700000006,198.36336,205.40095,-7.0375899999999945,173.01237,25.35099,193.18019,5.18316999999999,226.53641,-28.17304999999999,212.42105,-14.05768999999998,225.99251,-27.62915000000001,243.72933,-45.36597,203.77246,-5.409099999999995,287.28487,-88.92151000000001,282.22863,-83.86527000000001,335.24225,-136.87889,205.06426,-6.7009000000000185,224.04085,-25.67749000000001,165.26991999999998,33.093440000000015,259.16732,-60.80396000000002,25.27966,23.372019763370655
20214,48.92297,48.92297,323.0,0.0,2,25,PC,PIEL2,Jabon Barra,270.0,0.0,24.2,29.1,19.2,3.8,38.4,False,0.0,0.0,46.72042,45.36715,49.97556,37.14996,52.46984,55.27383,28.64973,73.16761,49.41821,27.50862,59.5814,51.43492,44.70374,58.62613,62.73023,2.2025500000000022,3.555819999999997,-1.052590000000002,11.77301,-3.5468699999999984,-6.350859999999997,20.27324,-24.24464,-0.4952400000000025,21.41435,-10.658430000000005,-2.511949999999999,4.219229999999996,-9.703160000000004,-13.80726,6404.59203,6156.20969,248.3823400000001,5241.36305,1163.22898,5819.48668,585.1053499999998,6352.47097,52.12105999999949,5863.34339,541.2486399999998,6189.66883,214.92320000000015,6203.48173,201.11030000000028,7352.39439,-947.8023600000006,7602.02822,-1197.4361900000004,7248.97144,-844.3794100000005,10526.35092,-4121.758890000001,7172.62281,-768.03078,7023.45545,-618.8634200000006,7297.63638,-893.0443500000001,8888.00629,-2483.41426,1123.75966,1051.91252,71.84713999999985,976.14358,147.6160799999999,968.04169,155.71796999999992,1110.79704,12.962620000000015,1231.30384,-107.5441800000001,1405.33485,-281.57519,1448.73112,-324.97146,1857.64235,-733.8826900000001,1733.7253,-609.9656400000001,1599.93435,-476.17469000000006,2531.17629,-1407.41663,1623.87726,-500.1176,1681.23982,-557.4801600000001,1728.01442,-604.25476,2134.5709,-1010.8112400000002,200.85278,174.26827,26.584509999999995,191.68116,9.17161999999999,159.65509,41.19769,162.66103,38.19174999999999,158.71284,42.13994,176.6877,24.16507999999999,135.36838,65.4844,249.18719,-48.33440999999999,236.57647,-35.723690000000005,176.50458,24.34819999999999,260.45386,-59.60108000000002,219.1923,-18.339519999999997,165.42526,35.42751999999999,182.3543,18.49848,228.53215,-27.67937000000001,31.73669,42.9394599029566
20215,31.32653,31.32653,247.0,0.0,2,25,PC,CABELLO,ACONDICIONADOR,650.0,0.0,24.2,29.1,19.2,3.8,38.4,False,0.0,0.0,41.10111,21.12324,29.3519,22.17034,25.96488,33.18863,20.81405,41.29078,30.47621,27.3282,42.68926,31.06655,34.85411,18.73404,27.36335,-9.774579999999997,10.203290000000004,1.9746300000000008,9.156190000000002,5.361650000000001,-1.8621000000000016,10.51248,-9.964249999999996,0.8503200000000035,3.998330000000003,-11.362729999999996,0.2599800000000023,-3.527579999999997,12.592490000000002,3.963180000000001,6404.59203,6156.20969,248.3823400000001,5241.36305,1163.22898,5819.48668,585.1053499999998,6352.47097,52.12105999999949,5863.34339,541.2486399999998,6189.66883,214.92320000000015,6203.48173,201.11030000000028,7352.39439,-947.8023600000006,7602.02822,-1197.4361900000004,7248.97144,-844.3794100000005,10526.35092,-4121.758890000001,7172.62281,-768.03078,7023.45545,-618.8634200000006,7297.63638,-893.0443500000001,8888.00629,-2483.41426,4242.05794,3981.84758,260.2103599999996,3232.77547,1009.2824699999996,3773.5836,468.47433999999976,4138.96793,103.0900099999999,3664.38761,577.6703299999995,3835.56257,406.4953699999997,3819.62734,422.4305999999997,4555.55059,-313.49265000000014,4641.04722,-398.9892800000007,4426.67761,-184.61967000000004,6476.34838,-2234.2904400000007,4411.33719,-169.2792500000005,4113.84645,128.21148999999969,4225.66922,16.38871999999992,5254.09741,-1012.0394700000006,3269.04109,3007.4101,261.6309900000001,2801.59626,467.4448300000004,3649.43755,-380.39645999999993,3525.09998,-256.0588899999998,3310.59487,-41.55377999999973,4274.4273,-1005.38621,4136.27917,-867.2380799999996,4693.96762,-1424.9265300000002,4870.26869,-1601.2275999999997,4364.06674,-1095.02565,6722.0101,-3452.9690100000003,3616.93899,-347.89789999999994,3444.66646,-175.62536999999975,4122.75383,-853.7127399999995,4543.98267,-1274.9415800000002,28.29788,29.954102908687027
20216,30.29756,30.29756,291.0,0.0,2,25,FOODS,SOPAS Y CALDOS,Pure de Papas,125.0,0.0,24.2,29.1,19.2,3.8,38.4,False,0.0,0.0,17.68358,26.82225,24.525,32.74642,43.91343,50.67704,45.30573,46.37731,56.41415,42.5962,80.56236,14.3093,34.153710000000004,23.04535,53.41931,12.613980000000002,3.4753100000000003,5.772560000000002,-2.44886,-13.615869999999996,-20.37948,-15.008169999999996,-16.07975,-26.11659,-12.298640000000002,-50.2648,15.98826,-3.856150000000003,7.252210000000002,-23.12175,6076.86775,5861.66846,215.19929000000047,5638.83007,438.0376800000004,7697.71507,-1620.84732,8230.65501,-2153.78726,7546.90896,-1470.0412099999994,8238.45257,-2161.584819999999,6731.2377,-654.3699499999993,6813.9678,-737.10005,8415.4098,-2338.542049999999,7329.36337,-1252.4956199999997,9090.68155,-3013.813799999999,6613.61818,-536.75043,5157.12852,919.73923,6725.61765,-648.7498999999998,8799.99482,-2723.1270699999995,2066.79192,1459.56278,607.2291400000001,1172.69106,894.10086,1409.06665,657.7252700000001,1497.69748,569.0944400000001,1638.19014,428.6017800000002,2100.3958,-33.60388000000012,2319.1394,-252.3474799999999,2814.20857,-747.4166499999997,3352.28816,-1285.49624,2990.38124,-923.58932,3917.49797,-1850.70605,1976.3477,90.44422000000009,1250.72957,816.0623500000002,1643.91597,422.8759500000001,1677.79264,388.9992800000002,125.07973,100.75507,24.324659999999994,95.65766,29.422070000000005,105.50209,19.57764,165.50943,-40.42970000000001,191.27728,-66.19754999999999,247.01928,-121.93955,221.71464,-96.63491,234.73134,-109.65161,313.27454,-188.19481,230.65945,-105.57972,371.00448,-245.92475,120.36967,4.710059999999999,197.65652,-72.57679,167.56374,-42.48401,262.14132,-137.06159000000002,29.68877,33.60519904898013
20217,22.87963,22.87963,104.0,0.0,2,23,HC,ROPA ACONDICIONADOR,Diluido,900.0,0.0,24.2,29.1,19.2,3.8,38.4,False,0.0,0.0,21.19903,30.06388,17.02215,34.77149,38.68296,41.76898,34.25002,23.48896,26.44539,55.08317,64.67023999999999,47.297,40.69179,47.39426,39.51467,1.6805999999999983,-7.184250000000002,5.857479999999999,-11.89186,-15.803330000000004,-18.88935,-11.37039,-0.6093299999999999,-3.565760000000001,-32.203540000000004,-41.79061,-24.41737,-17.81216,-24.514630000000004,-16.635040000000004,18557.01672,17956.986,600.0307199999988,16564.8676,1992.1491199999984,20725.71327,-2168.696550000001,22559.80638,-4002.789660000002,20413.00558,-1855.9888600000013,23117.69887,-4560.682150000001,20762.78062,-2205.7639000000017,21589.87856,-3032.8618400000014,25445.28254,-6888.2658200000005,22694.82364,-4137.806919999999,29986.41225,-11429.395530000002,21312.38248,-2755.3657600000006,19118.31309,-561.29637,22721.70153,-4164.684809999999,26323.0371,-7766.020380000002,2157.30003,1814.99032,342.30970999999977,1930.83067,226.46935999999985,2610.09835,-452.79832000000033,2700.35259,-543.0525600000001,2561.3462600000003,-404.0462300000004,3738.43933,-1581.1393000000005,3515.15613,-1357.8561,3446.61139,-1289.31136,3931.42691,-1774.1268800000005,3564.08919,-1406.7891600000005,4958.61456,-2801.31453,2614.77865,-457.4786199999999,2451.96688,-294.66685000000007,3181.37584,-1024.0758100000005,3541.83836,-1384.5383300000003,503.13974,286.00758,217.13216,312.42239,190.71735,423.75239,79.38735000000003,620.71277,-117.57302999999996,558.39525,-55.255510000000015,773.9879,-270.84815999999995,680.94412,-177.80437999999998,542.61198,-39.47224,792.99077,-289.85103,756.63481,-253.49507,696.77684,-193.6371,581.97465,-78.83490999999998,478.41314,24.72660000000002,643.08895,-139.94920999999994,965.46783,-462.32809,24.15726,24.000802882223326
20218,31.99998,31.99998,110.0,0.0,2,13,HC,PROFESIONAL,SUAVIZANTE,5000.0,0.0,24.2,29.1,19.2,3.8,38.4,False,0.0,0.0,18.9189,19.45945,22.88287,19.18918,32.16214,32.64856,29.74771,26.52248,35.1351,23.45944,25.17116,16.28826,18.86485,,,13.08108,12.54053,9.11711,12.8108,-0.16216,-0.6485800000000026,2.2522699999999998,5.477499999999999,-3.135120000000001,8.54054,6.82882,15.71172,13.13513,,,18557.01672,17956.986,600.0307199999988,16564.8676,1992.1491199999984,20725.71327,-2168.696550000001,22559.80638,-4002.789660000002,20413.00558,-1855.9888600000013,23117.69887,-4560.682150000001,20762.78062,-2205.7639000000017,21589.87856,-3032.8618400000014,25445.28254,-6888.2658200000005,22694.82364,-4137.806919999999,29986.41225,-11429.395530000002,21312.38248,-2755.3657600000006,19118.31309,-561.29637,22721.70153,-4164.684809999999,26323.0371,-7766.020380000002,330.17358,223.7988,106.37478000000002,194.47041,135.70317,215.39066,114.78292000000002,267.23823,62.93535000000003,277.38202,52.79156,276.01814,54.15544,288.46663,41.706950000000006,238.05165,92.12193000000002,301.55815,28.615430000000003,293.75758,36.416,275.34192,54.83166,138.1241,192.04948,93.75277,236.42081,6.8796,323.29398000000003,5.126939999999999,325.04664,42.79277,22.36033,20.432440000000003,23.74775,19.045020000000005,27.98195,14.810820000000003,25.63963,17.153140000000004,39.315290000000005,3.47748,47.44133000000001,-4.648560000000003,43.22516,-0.432389999999998,36.97292,5.819850000000002,53.225170000000006,-10.4324,30.6306,12.162170000000003,35.74776,7.045010000000005,16.28826,26.504510000000003,18.86485,23.927920000000004,,,,,7.45946,25.320265037087232
20219,26.9406,27.28319,307.0,0.0,2,25,HC,HOGAR,Vidrios,500.0,0.0,24.2,29.1,19.2,3.8,38.4,False,0.3425900000000013,1.2556816120109169,15.65104,19.53923,20.69207,21.5677,26.09216,31.19853,29.54001,27.55492,23.73208,39.4754,47.10523,38.83366,34.05358,41.28639,37.69718,11.28956,7.40137,6.248529999999999,5.372900000000001,0.8484400000000001,-4.257930000000002,-2.599409999999999,-0.6143199999999993,3.20852,-12.5348,-20.16463,-11.893060000000002,-7.112979999999997,-14.345789999999996,-10.756580000000003,18557.01672,17956.986,600.0307199999988,16564.8676,1992.1491199999984,20725.71327,-2168.696550000001,22559.80638,-4002.789660000002,20413.00558,-1855.9888600000013,23117.69887,-4560.682150000001,20762.78062,-2205.7639000000017,21589.87856,-3032.8618400000014,25445.28254,-6888.2658200000005,22694.82364,-4137.806919999999,29986.41225,-11429.395530000002,21312.38248,-2755.3657600000006,19118.31309,-561.29637,22721.70153,-4164.684809999999,26323.0371,-7766.020380000002,2536.02143,2577.28914,-41.26770999999962,1997.75485,538.2665800000002,2223.13622,312.8852100000004,2555.57821,-19.55677999999989,2115.89123,420.13020000000006,2673.44102,-137.41958999999952,2613.7273,-77.70586999999978,2299.71949,236.3019400000003,2876.46778,-340.4463499999997,3046.59415,-510.57271999999966,3470.66297,-934.6415399999996,2799.60417,-263.58273999999983,2331.72539,204.29604000000015,2865.16763,-329.1461999999997,3285.8841,-749.86267,240.73042,234.06173,6.66868999999997,233.34498,7.385439999999988,228.00915,12.721269999999976,238.92601,1.80440999999999,229.49885,11.231569999999977,253.90868,-13.178260000000025,281.35816,-40.62774000000002,199.46774,41.26267999999999,299.44503000000003,-58.71461000000005,295.93277,-55.20235000000002,337.98671,-97.25629000000004,277.33678000000003,-36.60636000000005,262.26197,-21.53155000000004,303.20871,-62.478290000000015,274.47769,-33.747270000000015,24.98283,22.047929581948377
20220,21.87454,21.87454,313.0,0.0,2,25,PC,CABELLO,SHAMPOO,350.0,0.0,24.2,29.1,19.2,3.8,38.4,False,0.0,0.0,23.96789,26.51487,25.24521,12.73122,20.00622,26.15645,26.81991,28.08955,28.48612,31.12845,40.26418,42.10199,21.80981,37.86583,40.08114,-2.093350000000001,-4.640329999999999,-3.3706700000000005,9.14332,1.8683200000000009,-4.28191,-4.9453700000000005,-6.21501,-6.61158,-9.25391,-18.389640000000004,-20.22745,0.0647300000000008,-15.991290000000005,-18.2066,6404.59203,6156.20969,248.3823400000001,5241.36305,1163.22898,5819.48668,585.1053499999998,6352.47097,52.12105999999949,5863.34339,541.2486399999998,6189.66883,214.92320000000015,6203.48173,201.11030000000028,7352.39439,-947.8023600000006,7602.02822,-1197.4361900000004,7248.97144,-844.3794100000005,10526.35092,-4121.758890000001,7172.62281,-768.03078,7023.45545,-618.8634200000006,7297.63638,-893.0443500000001,8888.00629,-2483.41426,4242.05794,3981.84758,260.2103599999996,3232.77547,1009.2824699999996,3773.5836,468.47433999999976,4138.96793,103.0900099999999,3664.38761,577.6703299999995,3835.56257,406.4953699999997,3819.62734,422.4305999999997,4555.55059,-313.49265000000014,4641.04722,-398.9892800000007,4426.67761,-184.61967000000004,6476.34838,-2234.2904400000007,4411.33719,-169.2792500000005,4113.84645,128.21148999999969,4225.66922,16.38871999999992,5254.09741,-1012.0394700000006,2173.41175,2058.508,114.9037500000004,1639.23367,534.1780800000001,1904.5083,268.90345000000025,2202.8271,-29.41534999999976,1898.21607,275.19568000000027,2005.28712,168.12463000000025,2020.56145,152.8503000000003,2284.24157,-110.82981999999993,2327.73525,-154.32349999999997,2282.8207,-109.40895,3338.18834,-1164.77659,2349.85911,-176.44735999999966,2129.79863,43.61311999999998,2197.12155,-23.709799999999632,2708.2071,-534.7953499999999,27.14399,22.333804175352952
