periodo,customer_id,product_id,plan_precios_cuidados,cust_request_qty,cust_request_tn,tn,periodo_fecha,cat1,cat2,cat3,brand,sku_size,temp_media,temp_max_media,temp_min_media,IPC,promedio_mens_dolar_venta,catastrofe
201701,10002,20005,0,28,141.29919,140.96846,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,120.0,25.65,30.4,20.9,1.6,15.91,False
201701,10003,20005,0,3,0.70871,0.70871,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,120.0,25.65,30.4,20.9,1.6,15.91,False
201701,10005,20005,0,5,3.60797,3.60797,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,120.0,25.65,30.4,20.9,1.6,15.91,False
201701,10009,20005,0,11,23.19408,23.19408,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,120.0,25.65,30.4,20.9,1.6,15.91,False
201701,10007,20005,0,4,3.6724,3.6724,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,120.0,25.65,30.4,20.9,1.6,15.91,False
201701,10004,20005,0,10,1.04803,1.04803,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,120.0,25.65,30.4,20.9,1.6,15.91,False
201701,10012,20005,0,2,11.08162,11.08162,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,120.0,25.65,30.4,20.9,1.6,15.91,False
201701,10007,20004,0,3,11.12857,11.12857,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.65,30.4,20.9,1.6,15.91,False
201701,10005,20004,0,16,33.12691,28.98605,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.65,30.4,20.9,1.6,15.91,False
201701,10003,20004,0,2,4.14086,4.14086,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.65,30.4,20.9,1.6,15.91,False
201701,10011,20004,0,2,11.69794,11.69794,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.65,30.4,20.9,1.6,15.91,False
201701,10004,20004,0,9,1.30438,1.30438,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.65,30.4,20.9,1.6,15.91,False
201701,10002,20004,0,37,164.4156,156.65148,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.65,30.4,20.9,1.6,15.91,False
201701,10008,20004,0,9,14.07894,14.07894,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.65,30.4,20.9,1.6,15.91,False
201701,10009,20004,0,13,21.48073,21.48073,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.65,30.4,20.9,1.6,15.91,False
201701,10013,20004,0,1,2.58804,2.58804,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.65,30.4,20.9,1.6,15.91,False
201701,10001,20004,0,13,21.73954,21.73954,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.65,30.4,20.9,1.6,15.91,False
201701,10012,20004,0,3,2.74332,2.74332,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.65,30.4,20.9,1.6,15.91,False
201701,10006,20004,0,11,10.86977,10.86977,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.65,30.4,20.9,1.6,15.91,False
201701,10011,20003,0,2,6.60046,6.60046,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.65,30.4,20.9,1.6,15.91,False
201701,10006,20003,0,19,21.16296,21.16296,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.65,30.4,20.9,1.6,15.91,False
201701,10004,20003,0,12,52.72587,52.72587,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.65,30.4,20.9,1.6,15.91,False
201701,10013,20003,0,2,28.63224,28.63224,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.65,30.4,20.9,1.6,15.91,False
201701,10003,20003,0,3,101.55498,101.55498,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.65,30.4,20.9,1.6,15.91,False
201701,10002,20003,0,28,79.06937,74.71229,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.65,30.4,20.9,1.6,15.91,False
201701,10008,20003,0,21,81.34513,81.34513,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.65,30.4,20.9,1.6,15.91,False
201701,10007,20003,0,4,71.37312,71.37312,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.65,30.4,20.9,1.6,15.91,False
201701,10001,20003,0,25,100.21284,100.21284,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.65,30.4,20.9,1.6,15.91,False
201701,10009,20003,0,22,46.06056,46.06056,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.65,30.4,20.9,1.6,15.91,False
201701,10012,20003,0,3,65.77116,65.77116,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.65,30.4,20.9,1.6,15.91,False
201701,10005,20003,0,23,60.99912,60.99912,2017-01-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.65,30.4,20.9,1.6,15.91,False
201701,10011,20006,0,4,7.05773,7.05773,2017-01-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,10009,20006,0,14,21.95739,21.95739,2017-01-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,10008,20006,0,25,22.42791,22.42791,2017-01-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,10013,20006,0,8,13.48811,13.48811,2017-01-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,10003,20006,0,27,12.7562,10.40362,2017-01-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,10004,20006,0,1,1.56839,1.56839,2017-01-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,10006,20006,0,22,14.89966,14.89966,2017-01-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,10001,20006,0,18,31.3677,29.17196,2017-01-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,10007,20006,0,2,3.03221,3.03221,2017-01-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,10005,20006,0,8,9.72399,9.72399,2017-01-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,10002,20006,0,20,89.25156,82.17292,2017-01-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,10001,20001,0,11,99.43861,99.43861,2017-01-01,HC,ROPA LAVADO,Liquido,ARIEL,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10007,20001,0,3,65.12087,65.12087,2017-01-01,HC,ROPA LAVADO,Liquido,ARIEL,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10008,20001,0,37,33.18724,33.18724,2017-01-01,HC,ROPA LAVADO,Liquido,ARIEL,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10006,20001,0,49,43.83179,43.83179,2017-01-01,HC,ROPA LAVADO,Liquido,ARIEL,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10009,20001,0,22,15.26725,15.26725,2017-01-01,HC,ROPA LAVADO,Liquido,ARIEL,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10005,20001,0,23,19.08407,19.08407,2017-01-01,HC,ROPA LAVADO,Liquido,ARIEL,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10012,20001,0,5,6.97324,6.97324,2017-01-01,HC,ROPA LAVADO,Liquido,ARIEL,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10004,20001,0,9,184.72927,184.72927,2017-01-01,HC,ROPA LAVADO,Liquido,ARIEL,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10002,20001,0,17,38.68301,35.72806,2017-01-01,HC,ROPA LAVADO,Liquido,ARIEL,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10011,20001,0,5,8.003,8.003,2017-01-01,HC,ROPA LAVADO,Liquido,ARIEL,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10013,20001,0,10,68.2773,68.2773,2017-01-01,HC,ROPA LAVADO,Liquido,ARIEL,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10003,20001,0,17,143.49426,143.49426,2017-01-01,HC,ROPA LAVADO,Liquido,ARIEL,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10003,20011,0,14,27.94428,27.94428,2017-01-01,HC,ROPA LAVADO,Polvo,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10011,20011,0,4,5.37264,5.37264,2017-01-01,HC,ROPA LAVADO,Polvo,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10005,20011,0,15,15.92136,15.13512,2017-01-01,HC,ROPA LAVADO,Polvo,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10002,20011,0,46,66.12606,65.22516,2017-01-01,HC,ROPA LAVADO,Polvo,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10008,20011,0,10,25.94592,25.94592,2017-01-01,HC,ROPA LAVADO,Polvo,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10013,20011,0,9,55.3644,52.02288,2017-01-01,HC,ROPA LAVADO,Polvo,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10001,20011,0,12,49.68054,49.68054,2017-01-01,HC,ROPA LAVADO,Polvo,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10012,20011,0,4,0.7371,0.7371,2017-01-01,HC,ROPA LAVADO,Polvo,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10006,20011,0,25,11.74446,11.74446,2017-01-01,HC,ROPA LAVADO,Polvo,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10004,20011,0,16,51.71166,51.71166,2017-01-01,HC,ROPA LAVADO,Polvo,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10009,20011,0,8,7.07616,7.07616,2017-01-01,HC,ROPA LAVADO,Polvo,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10007,20011,0,3,20.45862,20.45862,2017-01-01,HC,ROPA LAVADO,Polvo,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10001,20002,0,17,90.13504,87.64856,2017-01-01,HC,ROPA LAVADO,Liquido,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10013,20002,0,5,39.78374,39.78374,2017-01-01,HC,ROPA LAVADO,Liquido,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10006,20002,0,34,20.14052,20.14052,2017-01-01,HC,ROPA LAVADO,Liquido,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10012,20002,0,2,37.29726,37.29726,2017-01-01,HC,ROPA LAVADO,Liquido,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10011,20002,0,7,10.69188,10.69188,2017-01-01,HC,ROPA LAVADO,Liquido,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10008,20002,0,26,32.94591,32.94591,2017-01-01,HC,ROPA LAVADO,Liquido,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10003,20002,0,29,72.967,72.91049,2017-01-01,HC,ROPA LAVADO,Liquido,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10005,20002,0,17,12.68107,12.68107,2017-01-01,HC,ROPA LAVADO,Liquido,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10009,20002,0,5,3.10811,3.10811,2017-01-01,HC,ROPA LAVADO,Liquido,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10002,20002,0,25,23.6216,23.6216,2017-01-01,HC,ROPA LAVADO,Liquido,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10004,20002,0,9,42.97096,42.97096,2017-01-01,HC,ROPA LAVADO,Liquido,LIMPIEX,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10003,20009,0,32,49.78865,49.78865,2017-01-01,HC,ROPA LAVADO,Liquido,ROPEX1,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10008,20009,0,16,11.02702,11.02702,2017-01-01,HC,ROPA LAVADO,Liquido,ROPEX1,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10012,20009,0,5,0.22277,0.22277,2017-01-01,HC,ROPA LAVADO,Liquido,ROPEX1,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10013,20009,0,3,4.67813,4.67813,2017-01-01,HC,ROPA LAVADO,Liquido,ROPEX1,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10004,20009,0,15,82.41302,82.41302,2017-01-01,HC,ROPA LAVADO,Liquido,ROPEX1,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10009,20009,0,11,7.38476,7.38476,2017-01-01,HC,ROPA LAVADO,Liquido,ROPEX1,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10005,20009,0,18,21.07385,21.07385,2017-01-01,HC,ROPA LAVADO,Liquido,ROPEX1,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10007,20009,0,2,13.86731,11.41686,2017-01-01,HC,ROPA LAVADO,Liquido,ROPEX1,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10006,20009,0,29,23.76935,23.76935,2017-01-01,HC,ROPA LAVADO,Liquido,ROPEX1,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10001,20009,0,12,12.97624,12.97624,2017-01-01,HC,ROPA LAVADO,Liquido,ROPEX1,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10011,20009,0,5,10.78197,10.78197,2017-01-01,HC,ROPA LAVADO,Liquido,ROPEX1,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,10002,20009,0,40,21.53053,21.53053,2017-01-01,HC,ROPA LAVADO,Liquido,ROPEX1,3000.0,25.65,30.4,20.9,1.6,15.91,False
201702,10003,20007,0,11,38.76321,38.76321,2017-02-01,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,900.0,25.35,30.1,20.6,2.1,15.59,False
201702,10002,20007,0,1,0.11675,0.11675,2017-02-01,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,900.0,25.35,30.1,20.6,2.1,15.59,False
201702,10005,20007,0,33,18.09734,18.09734,2017-02-01,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,900.0,25.35,30.1,20.6,2.1,15.59,False
201702,10008,20007,0,5,54.56427,54.56427,2017-02-01,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,900.0,25.35,30.1,20.6,2.1,15.59,False
201702,10011,20007,0,3,8.99026,8.99026,2017-02-01,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,900.0,25.35,30.1,20.6,2.1,15.59,False
201702,10012,20007,0,3,52.30697,52.30697,2017-02-01,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,900.0,25.35,30.1,20.6,2.1,15.59,False
201702,10006,20007,0,29,17.16328,17.16328,2017-02-01,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,900.0,25.35,30.1,20.6,2.1,15.59,False
201702,10013,20007,0,5,14.47783,14.47783,2017-02-01,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,900.0,25.35,30.1,20.6,2.1,15.59,False
201702,10007,20007,0,1,31.05726,31.05726,2017-02-01,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,900.0,25.35,30.1,20.6,2.1,15.59,False
201702,10009,20007,0,7,5.25406,5.25406,2017-02-01,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,900.0,25.35,30.1,20.6,2.1,15.59,False
201702,10004,20007,0,8,38.87996,38.87996,2017-02-01,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,900.0,25.35,30.1,20.6,2.1,15.59,False
201702,10001,20007,0,18,76.59235,76.59235,2017-02-01,HC,ROPA ACONDICIONADOR,ACONDICIONADOR,DOWNY,900.0,25.35,30.1,20.6,2.1,15.59,False
201702,10013,20005,0,1,0.19328,0.19328,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,120.0,25.35,30.1,20.6,2.1,15.59,False
201702,10002,20005,0,8,52.99418,52.99418,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,120.0,25.35,30.1,20.6,2.1,15.59,False
201702,10004,20005,0,5,0.6271,0.6271,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,120.0,25.35,30.1,20.6,2.1,15.59,False
201702,10007,20005,0,3,3.67669,3.67669,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,120.0,25.35,30.1,20.6,2.1,15.59,False
201702,10005,20005,0,22,22.67866,22.67866,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,120.0,25.35,30.1,20.6,2.1,15.59,False
201702,10009,20005,0,20,66.4897,66.4897,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,120.0,25.35,30.1,20.6,2.1,15.59,False
201702,10011,20005,0,5,43.29562,43.29562,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,120.0,25.35,30.1,20.6,2.1,15.59,False
201702,10006,20005,0,5,5.15424,5.15424,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,120.0,25.35,30.1,20.6,2.1,15.59,False
201702,10012,20005,0,4,1.86841,1.86841,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,120.0,25.35,30.1,20.6,2.1,15.59,False
201702,10003,20005,0,1,0.51542,0.51542,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,120.0,25.35,30.1,20.6,2.1,15.59,False
201702,10005,20004,0,13,10.09336,10.09336,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.35,30.1,20.6,2.1,15.59,False
201702,10011,20004,0,3,9.52399,9.52399,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.35,30.1,20.6,2.1,15.59,False
201702,10008,20004,0,4,1.81163,1.81163,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.35,30.1,20.6,2.1,15.59,False
201702,10002,20004,0,12,20.03919,20.03919,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.35,30.1,20.6,2.1,15.59,False
201702,10012,20004,0,2,1.81163,1.81163,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.35,30.1,20.6,2.1,15.59,False
201702,10003,20004,0,2,12.42259,12.42259,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.35,30.1,20.6,2.1,15.59,False
201702,10001,20004,0,15,29.76246,29.76246,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.35,30.1,20.6,2.1,15.59,False
201702,10009,20004,0,18,39.85582,39.85582,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.35,30.1,20.6,2.1,15.59,False
201702,10013,20004,0,1,1.55282,1.55282,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.35,30.1,20.6,2.1,15.59,False
201702,10004,20004,0,5,1.46742,1.46742,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.35,30.1,20.6,2.1,15.59,False
201702,10006,20004,0,8,11.90498,11.90498,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.35,30.1,20.6,2.1,15.59,False
201702,10007,20004,0,4,7.76412,7.76412,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,240.0,25.35,30.1,20.6,2.1,15.59,False
201702,10011,20003,0,4,17.05226,17.05226,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.35,30.1,20.6,2.1,15.59,False
201702,10013,20003,0,2,5.39448,5.39448,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.35,30.1,20.6,2.1,15.59,False
201702,10003,20003,0,2,87.1416,87.1416,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.35,30.1,20.6,2.1,15.59,False
201702,10007,20003,0,1,11.51514,11.51514,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.35,30.1,20.6,2.1,15.59,False
201702,10004,20003,0,7,42.1768,42.1768,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.35,30.1,20.6,2.1,15.59,False
201702,10006,20003,0,2,1.86732,1.86732,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.35,30.1,20.6,2.1,15.59,False
201702,10002,20003,0,10,12.92214,12.92214,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.35,30.1,20.6,2.1,15.59,False
201702,10008,20003,0,6,17.42832,17.42832,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.35,30.1,20.6,2.1,15.59,False
201702,10012,20003,0,4,15.35352,15.35352,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.35,30.1,20.6,2.1,15.59,False
201702,10005,20003,0,14,16.5984,16.5984,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.35,30.1,20.6,2.1,15.59,False
201702,10009,20003,0,16,57.26448,57.26448,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.35,30.1,20.6,2.1,15.59,False
201702,10001,20003,0,25,126.97776,126.97776,2017-02-01,FOODS,ADEREZOS,Mayonesa,NATURA,475.0,25.35,30.1,20.6,2.1,15.59,False
201702,10009,20006,0,13,16.78172,16.78172,2017-02-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.35,30.1,20.6,2.1,15.59,False
201702,10011,20006,0,2,16.46804,16.46804,2017-02-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.35,30.1,20.6,2.1,15.59,False
201702,10004,20006,0,3,3.92096,3.92096,2017-02-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.35,30.1,20.6,2.1,15.59,False
201702,10013,20006,0,5,8.56338,8.56338,2017-02-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.35,30.1,20.6,2.1,15.59,False
201702,10008,20006,0,11,13.48811,13.48811,2017-02-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.35,30.1,20.6,2.1,15.59,False
201702,10003,20006,0,11,17.82731,16.25892,2017-02-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.35,30.1,20.6,2.1,15.59,False
201702,10005,20006,0,25,29.79932,29.79932,2017-02-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.35,30.1,20.6,2.1,15.59,False
201702,10007,20006,0,5,6.0226,6.0226,2017-02-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.35,30.1,20.6,2.1,15.59,False
201702,10012,20006,0,1,0.62735,0.62735,2017-02-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.35,30.1,20.6,2.1,15.59,False
201702,10006,20006,0,18,14.42914,14.42914,2017-02-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.35,30.1,20.6,2.1,15.59,False
201702,10002,20006,0,1,0.39732,0.39732,2017-02-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.35,30.1,20.6,2.1,15.59,False
201702,10001,20006,0,15,100.37664,100.37664,2017-02-01,HC,VAJILLA,Cristalino,LIMPIEX,750.0,25.35,30.1,20.6,2.1,15.59,False
201702,10009,20001,0,27,21.54653,21.54653,2017-02-01,HC,ROPA LAVADO,Liquido,ARIEL,3000.0,25.35,30.1,20.6,2.1,15.59,False
201702,10008,20001,0,11,11.47282,11.47282,2017-02-01,HC,ROPA LAVADO,Liquido,ARIEL,3000.0,25.35,30.1,20.6,2.1,15.59,False
201702,10004,20001,0,9,104.03894,104.03894,2017-02-01,HC,ROPA LAVADO,Liquido,ARIEL,3000.0,25.35,30.1,20.6,2.1,15.59,False
201702,10012,20001,0,2,7.14113,7.14113,2017-02-01,HC,ROPA LAVADO,Liquido,ARIEL,3000.0,25.35,30.1,20.6,2.1,15.59,False
