periodo,periodo_fecha,product_id,tn,cust_request_qty,cust_request_tn,plan_precios_cuidados,cat1,cat2,cat3,sku_size,temp_media,temp_max_media,temp_min_media,IPC,promedio_mens_dolar_venta,catastrofe
201701,2017-01-01,20090,59.54684,323,59.54684,0,FOODS,SOPAS Y CALDOS,Caldo Cubo,12.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20091,105.8979,234,108.30903,0,HC,ROPA LAVADO,Polvo,400.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20092,138.07521,355,138.07521,0,HC,HOGAR,Cremoso,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20093,98.02611,391,98.02611,0,PC,PIEL2,Jabon Regular,375.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20094,112.35975,429,112.35975,0,PC,CABELLO,ACONDICIONADOR,930.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20095,51.856410000000004,222,51.856410000000004,0,FOODS,ADEREZOS,Ketchup,500.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20096,73.73045,297,73.73045,0,FOODS,OTROS,Almidon,215.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20097,175.96584000000001,238,175.96584000000001,0,HC,VAJILLA,Opaco,1250.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20098,247.07431,332,251.10379,0,HC,ROPA LAVADO,Liquido,1500.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20099,85.26119,206,86.40613,0,HC,VAJILLA,Opaco,4000.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20100,77.91646,267,77.91646,0,FOODS,ADEREZOS,Mostaza,60.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20101,88.67313,418,89.47575,0,PC,PIEL2,Jabon Regular,375.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20102,116.86614,231,118.09737,0,HC,ROPA LAVADO,Liquido,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20103,86.76077,446,86.76077,0,HC,VAJILLA,Gel,300.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20104,233.81724,315,234.42986,0,HC,ROPA LAVADO,Liquido,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20105,82.86229,276,82.86229,0,FOODS,SOPAS Y CALDOS,Salsas Wet,350.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20106,68.50116,374,68.50116,0,PC,PIEL2,Jabon Regular,375.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20107,95.94079,120,99.81363,0,FOODS,ADEREZOS,Mayonesa,475.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20108,143.8538,430,145.13757999999999,0,FOODS,ADEREZOS,Mayonesa,240.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20109,110.66526,273,113.42561,0,HC,VAJILLA,Cristalino,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20110,232.32793999999998,324,235.04047,0,HC,ROPA LAVADO,Liquido,1500.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20111,68.00977,576,68.00977,0,PC,DEOS,Talco,60.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20113,89.9896,201,91.82415,0,HC,ROPA LAVADO,Polvo,400.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20114,73.74276,287,73.74276,0,HC,HOGAR,Cremoso,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20115,143.53252,312,143.56746,0,HC,ROPA LAVADO,Polvo,800.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20116,63.35257,224,63.35257,0,FOODS,ADEREZOS,Mayonesa,240.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20117,90.44291,378,90.44292,0,HC,HOGAR,LAVANDINA EN GEL,700.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20118,109.60467999999999,207,113.96867999999999,0,FOODS,ADEREZOS,Mayonesa,950.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20119,56.51433,259,56.93366,0,FOODS,ADEREZOS,Ketchup,60.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20120,114.64145,681,114.89698,0,PC,DEOS,Pies Talco,100.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20121,60.452729999999995,105,60.452729999999995,0,FOODS,ADEREZOS,Mayonesa,950.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20122,65.58111,483,65.58807,0,PC,DEOS,Aero,89.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20123,63.83286,367,64.63548,0,PC,PIEL2,Jabon Regular,375.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20124,77.06339,339,77.06339,0,HC,VAJILLA,Gel,500.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20125,42.9156,231,42.9156,0,PC,PIEL2,Jabon Regular,125.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20129,89.35406,338,89.44215,0,HC,HOGAR,Vidrios,900.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20131,109.19605,360,110.45617,0,PC,CABELLO,SHAMPOO,930.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20132,67.9475,315,68.00974,0,PC,DEOS,Pies Talco,200.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20133,35.6265,178,35.782109999999996,0,PC,PIEL2,Jabon Regular,125.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20134,71.35947,334,71.35947,0,PC,PIEL2,Jabon Regular,125.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20136,64.40965,269,64.40965,0,FOODS,SOPAS Y CALDOS,Salsas Wet,350.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20137,60.76891,264,62.31741,0,HC,HOGAR,Baño,900.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20138,100.32231,392,101.88498,0,HC,HOGAR,LAVANDINA EN GEL,700.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20139,39.85254,228,40.09824,0,PC,PIEL2,Jabon Regular,125.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20140,20.27025,92,20.27025,0,PC,PIEL2,Jabon Regular,125.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20141,101.94911,173,106.03755,0,HC,ROPA LAVADO,Polvo,800.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20142,35.61193,198,35.61193,0,FOODS,SOPAS Y CALDOS,Caldo Cubo,12.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20144,57.25477,437,57.25477,0,HC,VAJILLA,Gel,300.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20145,61.7512,362,61.7512,0,PC,CABELLO,ACONDICIONADOR,300.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20146,79.76514,373,80.85714,0,FOODS,ADEREZOS,Salsa Golf,240.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20147,130.52821,192,130.52821,0,HC,ROPA LAVADO,Polvo,1500.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20148,45.36038,233,45.36038,0,HC,VAJILLA,Cristalino,300.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20151,81.90072,236,81.90072,0,HC,ROPA LAVADO,Liquido,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20152,35.57875,254,35.57875,0,FOODS,SOPAS Y CALDOS,Caldo Cubo,6.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20153,50.18154,318,50.18154,0,PC,CABELLO,SHAMPOO,300.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20154,94.02206,355,94.02206,0,PC,CABELLO,ACONDICIONADOR,930.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20155,52.42685,344,52.42685,0,PC,CABELLO,ACONDICIONADOR,300.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20156,66.21888,79,66.21888,0,HC,ROPA LAVADO,Polvo,1500.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20157,47.86701,352,47.86701,0,PC,CABELLO,SHAMPOO,300.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20158,37.69038,197,37.69038,0,FOODS,ADEREZOS,Ketchup,240.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20160,67.16352,328,67.86309,0,HC,HOGAR,Gel,500.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20161,48.25463,168,48.25463,0,FOODS,ADEREZOS,Mayonesa,250.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20162,19.34944,237,19.34944,0,HC,VAJILLA,Cristalino,500.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20163,63.29232,337,64.11131999999999,0,HC,HOGAR,Cremoso,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20165,104.04533,326,104.78977,0,HC,VAJILLA,Gel,900.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20166,42.66181,306,42.66181,0,HC,HOGAR,Cremoso,375.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20167,47.57818,329,47.57818,0,PC,CABELLO,ACONDICIONADOR,300.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20168,55.35815,208,55.35815,0,HC,ROPA LAVADO,Liquido,3000.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20169,46.10557,241,46.10557,0,FOODS,SOPAS Y CALDOS,Salsas Wet,350.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20171,82.45603,444,82.76858,0,HC,HOGAR,LAVANDINA EN GEL,700.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20173,52.93359,216,52.93359,0,FOODS,SOPAS Y CALDOS,Salsas Wet,200.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20175,52.8154,116,52.8154,0,FOODS,ADEREZOS,Mayonesa,1000.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20176,39.65784,400,39.65784,0,PC,CABELLO,SHAMPOO,200.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20177,59.61846,498,59.61846,0,PC,CABELLO,SHAMPOO,350.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20178,57.02419,207,57.02419,0,HC,VAJILLA,Cristalino,4000.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20179,38.79694,306,38.79694,0,PC,CABELLO,SHAMPOO,300.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20180,32.26771,297,32.26771,0,HC,ROPA LAVADO,Liquido,450.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20181,54.66552,476,54.66552,0,PC,CABELLO,SHAMPOO,350.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20182,46.50109,459,46.59273,0,PC,CABELLO,SHAMPOO,200.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20183,71.79628,244,73.24374,0,HC,VAJILLA,Gel,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20184,37.78966,392,38.50274,0,PC,CABELLO,ACONDICIONADOR,350.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20185,54.85041,297,54.85041,0,HC,VAJILLA,Gel,900.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20187,53.90377,584,53.90377,0,PC,CABELLO,ACONDICIONADOR,200.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20188,54.51789,584,54.51789,0,PC,CABELLO,ACONDICIONADOR,200.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20189,37.00757,488,37.00757,0,PC,CABELLO,SHAMPOO,400.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20190,70.45942,229,71.60092,0,HC,ROPA ACONDICIONADOR,Diluido,4000.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20192,45.222409999999996,250,45.84485,0,FOODS,SOPAS Y CALDOS,Caldo Cubo,2.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20193,37.876509999999996,401,37.876509999999996,0,PC,CABELLO,ACONDICIONADOR,350.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20194,21.08871,97,21.08871,0,FOODS,SOPAS Y CALDOS,Salsas Wet,350.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20195,65.13559,238,65.92183,0,HC,ROPA LAVADO,Polvo,400.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20196,36.70758,266,36.70758,0,HC,VAJILLA,Opaco,1000.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20197,39.01841,265,39.01841,0,HC,HOGAR,PISOS,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20198,56.07955,366,56.07955,0,PC,CABELLO,ACONDICIONADOR,650.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20199,91.95351000000001,323,92.79359000000001,0,PC,CABELLO,SHAMPOO,930.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20200,55.06156,411,55.06156,0,PC,CABELLO,SHAMPOO,650.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20201,36.24702,248,36.24702,0,HC,HOGAR,PISOS,750.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20205,38.05494,265,38.05494,0,HC,HOGAR,Cremoso,375.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20206,30.12828,185,30.12828,0,HC,HOGAR,PISOS,2000.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20207,67.8115,193,67.8115,0,FOODS,ADEREZOS,Mayonesa,475.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20208,51.83931,373,51.83931,0,PC,CABELLO,SHAMPOO,650.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20209,31.18762,293,31.18762,0,HC,HOGAR,Cremoso,375.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20211,47.33172,328,47.33172,0,FOODS,ADEREZOS,Mostaza,200.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20212,37.3922,450,37.3922,0,PC,CABELLO,Acond Mujer,400.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20214,14.38234,69,14.40888,0,PC,PIEL2,Jabon Barra,270.0,25.65,30.4,20.9,1.6,15.91,False
201701,2017-01-01,20215,52.38636,398,52.38636,0,PC,CABELLO,ACONDICIONADOR,650.0,25.65,30.4,20.9,1.6,15.91,False
