product_id,periodo,product_id_tn
20004,201712,568.79679
20004,201801,415.52538
20004,201802,503.65326
20004,201803,488.92473
20004,201804,611.51237
20004,201805,641.37063
20004,201806,447.84475000000003
20004,201807,653.4231
20004,201808,936.42001
20004,201809,948.86342
20004,201810,809.6708600000001
20004,201811,802.34669
20004,201812,585.56477
20004,201901,511.33713
20004,201902,441.70332
20004,201903,619.77084
20004,201904,466.70901
20004,201905,603.31081
20004,201906,667.19411
20004,201907,521.71519
20004,201908,482.13372
20004,201909,786.1714
20004,201910,1064.69633
20004,201911,723.94206
20004,201912,637.90002
20005,201701,494.27011
20005,201702,551.4306
20005,201703,563.89955
20005,201704,662.59032
20005,201705,515.58711
20005,201706,528.58883
20005,201707,625.84925
20005,201708,1068.01865
20005,201709,1247.8888
20005,201710,875.13411
20005,201711,776.76542
20005,201712,329.42894
20005,201801,417.53208
20005,201802,399.20878
20005,201803,559.98671
20005,201804,496.41774
20005,201805,637.11135
20005,201806,547.62513
20005,201807,502.34077
20005,201808,874.88924
20005,201809,761.7752
20005,201810,893.74086
20005,201811,469.26344
20005,201812,372.63428
20005,201901,363.58438
20005,201902,409.8995
20005,201903,488.21387
20005,201904,624.9988
20005,201905,897.26297
20005,201906,876.39696
20005,201907,745.74978
20005,201908,536.668
20005,201909,879.52808
20005,201910,996.78275
20005,201911,606.91173
20005,201912,593.24443
20006,201701,528.40996
20006,201702,599.1859
20006,201703,868.34182
20006,201704,565.31925
20006,201705,813.17643
20006,201706,698.3183300000001
20006,201707,670.77751
20006,201708,781.41139
20006,201709,599.26956
20006,201710,866.99297
20006,201711,724.31168
20006,201712,530.36517
20006,201801,470.33785
20006,201802,588.56272
20006,201803,862.19361
20006,201804,748.4439100000001
20006,201805,865.2886100000001
20006,201806,468.1526
20006,201807,515.20419
20006,201808,615.7061699999999
20006,201809,478.04388
20006,201810,513.15472
20006,201811,566.66809
20006,201812,407.75925
20006,201901,578.74461
20006,201902,479.99914
20006,201903,502.43741
20006,201904,835.47883
20006,201905,527.68846
20006,201906,458.0418
20006,201907,343.11053
20006,201908,262.73593
20006,201909,409.95501
20006,201910,528.3263
20006,201911,399.6142
20006,201912,417.23228
20007,201701,464.67137
20007,201702,638.62996
20007,201703,840.83303
20007,201704,741.17156
20007,201705,858.04498
20007,201706,850.75738
20007,201707,767.23749
20007,201708,874.86774
20007,201709,912.1132
20007,201710,912.87207
20007,201711,767.95742
20007,201712,607.52412
20007,201801,635.25815
20007,201802,383.80253
20007,201803,1205.48871
20007,201804,670.18111
20007,201805,718.11211
20007,201806,778.84928
20007,201807,694.87111
20007,201808,694.49793
20007,201809,434.30577
20007,201810,547.65697
20007,201811,447.26564
20007,201812,361.82904
20007,201901,377.66902
20007,201902,368.79546
20007,201903,576.23305
20007,201904,511.54995
20007,201905,394.67651
20007,201906,536.13689
20007,201907,573.37257
20007,201908,307.82899
20007,201909,369.74894
20007,201910,445.34884
20007,201911,357.85913
20007,201912,390.43432
20008,201701,523.04609
20008,201702,631.7143
20008,201703,937.42393
20008,201704,626.51768
20008,201705,849.48973
20008,201706,739.24267
20008,201707,563.83449
20008,201708,837.31906
20008,201709,671.2479999999999
20008,201710,723.19292
20008,201711,631.8606
20008,201712,543.14221
20008,201801,469.29224
20008,201802,506.25385
20008,201803,765.98901
20008,201804,691.53246
20008,201805,707.59267
20008,201806,554.57063
20008,201807,526.38149
20008,201808,554.82147
20008,201809,436.96269
20008,201810,532.45644
20008,201811,433.50169999999997
20008,201812,426.32899000000003
20008,201901,543.27828
20008,201902,476.98787
20008,201903,454.57037
20008,201904,403.69191
20008,201905,486.36682
20008,201906,567.42091
20008,201907,524.04994
20008,201908,233.00983
20008,201909,330.56343
20008,201910,452.77197
20008,201911,396.49833
20008,201912,195.36854
20009,201701,378.08172
20009,201702,475.242
20009,201703,456.07282
20009,201704,338.71860000000004
20009,201705,455.3711
20009,201706,548.52156
20009,201707,406.5181
20009,201708,411.07364
20009,201709,464.70504999999997
20009,201710,266.72003
20009,201711,237.34808
20009,201712,514.8801
20009,201801,264.48599
20009,201802,434.03086
20009,201803,449.68079
20009,201804,297.43841
20009,201805,392.31112
20009,201806,398.99459
20009,201807,383.58812
20009,201808,529.56178
20009,201809,587.6409
20009,201810,596.92913
20009,201811,551.96254
20009,201812,555.27622
20009,201901,465.47521
20009,201902,366.72969
20009,201903,525.47182
20009,201904,391.28033
20009,201905,578.48564
20009,201906,610.3959
20009,201907,716.07987
20009,201908,520.41758
20009,201909,558.45719
20009,201910,556.15182
20009,201911,711.89025
20009,201912,495.03574000000003
20010,201701,441.25546
20010,201702,562.98287
20010,201703,718.4487
20010,201704,607.72864
20010,201705,759.99707
20010,201706,1032.41184
20010,201707,573.89415
20010,201708,651.39113
20010,201709,940.8323
20010,201710,1212.23362
20010,201711,747.14647
20010,201712,507.57042
20010,201801,298.25586
20010,201802,477.48363
20010,201803,653.77607
20010,201804,171.74107
20010,201805,227.24081999999999
20010,201806,223.87746
20010,201807,331.96807
20010,201808,582.83104
20010,201809,480.60235
20010,201810,612.50721
20010,201811,414.97753
20010,201812,285.02947
20010,201901,370.75591
20010,201902,337.76009
20010,201903,522.87583
20010,201904,446.72413
20010,201905,408.4168
20010,201906,600.2506
20010,201907,463.91661999999997
20010,201908,199.86233
20010,201909,524.94628
20010,201910,448.82078
20010,201911,470.96658
20010,201912,359.59998
20011,201701,489.25422000000003
20011,201702,383.99634000000003
20011,201703,700.9002
20011,201704,482.76774
20011,201705,831.7764
20011,201706,585.04446
20011,201707,557.88642
20011,201708,521.83404
20011,201709,700.63812
20011,201710,674.6103
20011,201711,637.4277
20011,201712,565.20828
20011,201801,340.75314
20011,201802,601.26066
20011,201803,526.99374
20011,201804,562.70214
20011,201805,484.04538
20011,201806,437.7555
20011,201807,300.26178
20011,201808,191.0727
20011,201809,189.5985
20011,201810,177.75576
20011,201811,289.13976
20011,201812,321.09714
20011,201901,303.39036
20011,201902,431.62938
20011,201903,453.34926
20011,201904,377.42796
20011,201905,286.69914
20011,201906,451.71126
20011,201907,428.27148
20011,201908,287.89488
20011,201909,401.03154
20011,201910,423.68508
20011,201911,294.15204
20011,201912,392.3829
20012,201701,476.39728
20012,201702,509.04048
20012,201703,649.49079
20012,201704,749.91517
20012,201705,718.24425
20012,201706,872.83606
20012,201707,699.41399
20012,201708,643.97083
20012,201709,731.15982
20012,201710,715.90506
20012,201711,396.01448
20012,201712,675.98234
20012,201801,329.61073
20012,201802,484.36575
20012,201803,831.62216
20012,201804,590.48738
20012,201805,680.23243
20012,201806,509.51298
20012,201807,566.99689
20012,201808,582.80037
20012,201809,320.11756
20012,201810,422.68261
20012,201811,344.45169
20012,201812,325.60163
20012,201901,271.31067
20012,201902,330.26012000000003
20012,201903,431.85211
20012,201904,493.50316
20012,201905,329.06109
20012,201906,258.41742
20012,201907,427.69487
20012,201908,301.48373
20012,201909,330.62376
20012,201910,282.29947
20012,201911,357.11018
20012,201912,173.13004
20013,201701,433.34928
20013,201702,343.98819
20013,201703,641.94039
20013,201704,515.65878
20013,201705,600.53175
20013,201706,527.88645
20013,201707,484.92171
20013,201708,381.76047
20013,201709,556.0191
20013,201710,622.2925799999999
20013,201711,529.30332
20013,201712,393.16914
20013,201801,329.57379
20013,201802,382.2273
20013,201803,593.35731
20013,201804,448.49259
20013,201805,494.79885
20013,201806,432.0225
20013,201807,391.48199999999997
20013,201808,437.85378
20013,201809,235.49526
20013,201810,469.93401
20013,201811,367.82928
20013,201812,333.70155
20013,201901,486.92007
20013,201902,377.10855
20013,201903,480.42539999999997
20013,201904,392.76783
20013,201905,417.87837
20013,201906,391.79321999999996
20013,201907,585.41301
20013,201908,192.57147
20013,201909,486.28944
20013,201910,527.29677
20013,201911,336.1995
20013,201912,318.09141
20014,201701,248.65917
20014,201702,272.35644
20014,201703,410.33466
20014,201704,603.43722
20014,201705,410.7887
20014,201706,564.42105
20014,201707,667.8803800000001
20014,201708,483.52381
20014,201709,531.66431
20014,201710,521.43731
20014,201711,366.34556000000003
20014,201712,614.15073
20014,201801,351.51633000000004
20014,201802,460.13527
20014,201803,522.03441
20014,201804,441.25536
20014,201805,533.08164
20014,201806,473.01072
20014,201807,542.35272
20014,201808,555.83892
20014,201809,379.02228
20014,201810,325.1976
20014,201811,560.28336
20014,201812,362.544
20014,201901,287.51268
20014,201902,332.43756
20014,201903,410.47188
20014,201904,563.16624
20014,201905,438.05580000000003
20014,201906,455.82264
20014,201907,523.3519200000001
20014,201908,262.11276
20014,201909,503.64132
20014,201910,512.00604
20014,201911,415.85544
20014,201912,272.02812
20015,201701,304.24755
20015,201702,386.11926
20015,201703,462.48432
20015,201704,399.85075
20015,201705,454.21516
20015,201706,515.15543
20015,201707,467.67899
20015,201708,579.14327
20015,201709,467.91974
20015,201710,436.09053
20015,201711,450.69057
20015,201712,480.79299
20015,201801,425.48472
20015,201802,432.93503
20015,201803,509.03929999999997
20015,201804,281.02337
20015,201805,373.35601
20015,201806,301.50633
20015,201807,318.59313000000003
20015,201808,402.60881
20015,201809,498.47955
20015,201810,554.465
20015,201811,447.93655
20015,201812,452.26356
20015,201901,325.59801999999996
20015,201902,424.16407
20015,201903,336.64644
20015,201904,315.31224
20015,201905,312.36839
20015,201906,465.07657
20015,201907,474.26299
20015,201908,277.54758
20015,201909,405.00241
20015,201910,472.56925
20015,201911,322.45923
20015,201912,297.27663
20016,201701,293.66064
20016,201702,249.36912
20016,201703,477.29682
20016,201704,459.7047
20016,201705,539.34426
20016,201706,361.44108
20016,201707,436.2813
20016,201708,466.37136000000004
20016,201709,573.56208
20016,201710,510.1551
20016,201711,586.404
20016,201712,605.61774
20016,201801,389.90952
20016,201802,493.43112
20016,201803,533.72592
20016,201804,481.62114
20016,201805,535.00356
20016,201806,550.97406
20016,201807,409.92588
20016,201808,474.3648
20016,201809,465.0282
20016,201810,454.11912
20016,201811,326.01114
20016,201812,215.90478000000002
20016,201901,246.89574
20016,201902,292.64508
20016,201903,292.57956
20016,201904,303.45588000000004
20016,201905,297.47718
20016,201906,326.30598
20016,201907,313.12008
20016,201908,184.25862
20016,201909,361.39194
20016,201910,268.73028
20016,201911,302.11272
20016,201912,273.20202
20017,201701,327.60433
20017,201702,384.57855
20017,201703,581.21228
20017,201704,592.00273
20017,201705,556.30627
20017,201706,497.57555
20017,201707,349.43629999999996
20017,201708,600.25248
20017,201709,446.69712
20017,201710,492.72405
20017,201711,425.26247
20017,201712,342.76535
20017,201801,291.70926
20017,201802,377.84497
20017,201803,488.79258
20017,201804,550.29417
20017,201805,533.53335
20017,201806,316.45841
20017,201807,351.60065
20017,201808,374.95908000000003
20017,201809,288.35292
20017,201810,331.23254
20017,201811,286.83676
20017,201812,259.32724
20017,201901,326.00462
20017,201902,308.7106
20017,201903,327.82399
20017,201904,389.34645
20017,201905,437.91406
20017,201906,262.44327
20017,201907,237.77776
20017,201908,165.1092
20017,201909,257.6021
20017,201910,302.15469
20017,201911,216.83455
20017,201912,216.90773
20018,201701,343.26728
20018,201702,274.37343
20018,201703,571.84373
20018,201704,598.34945
20018,201705,652.78287
20018,201706,346.80138
20018,201707,461.80586
20018,201708,542.04444
20018,201709,479.68548
20018,201710,441.55274
20018,201711,445.90247
20018,201712,330.9502
20018,201801,342.16945
20018,201802,337.54792
20018,201803,510.33171
20018,201804,543.06908
20018,201805,388.43687
20018,201806,420.33781
20018,201807,325.03223
20018,201808,375.61778
20018,201809,282.43485
20018,201810,161.58557
20018,201811,371.52958
20018,201812,326.01506
20018,201901,326.67378
20018,201902,265.84135
20018,201903,291.76161
20018,201904,499.09162000000003
20018,201905,368.42416000000003
20018,201906,288.46796
20018,201907,230.73044
20018,201908,127.56209
20018,201909,233.08305000000001
20018,201910,277.84472
20018,201911,254.22485
20018,201912,141.63569999999999
20019,201701,409.5724
20019,201702,402.63563
20019,201703,278.9498
20019,201704,266.86066
20019,201705,258.76201
20019,201706,254.48793
20019,201707,309.08290999999997
20019,201708,419.19946
20019,201709,535.81007
20019,201710,846.79489
20019,201711,694.81586
20019,201712,618.1105
20019,201801,243.71984
20019,201802,629.89543
20019,201803,321.26878
20019,201804,290.39581
20019,201805,356.42982
20019,201806,262.33076
20019,201807,351.0561
20019,201808,387.73155
20019,201809,417.95455
20019,201810,552.71975
20019,201811,532.98143
20019,201812,446.69747
20019,201901,360.9114
20019,201902,323.66178
20019,201903,244.63961
20019,201904,270.96187000000003
20019,201905,213.78727999999998
20019,201906,264.79277
20019,201907,235.61417
20019,201908,231.82421
20019,201909,349.51374
20019,201910,455.61906
20019,201911,375.38656000000003
20019,201912,351.54708
20020,201701,293.38983
20020,201702,296.98903
20020,201703,382.3223
20020,201704,420.6384
20020,201705,614.8222
20020,201706,469.64741
20020,201707,462.69354
20020,201708,338.83445
20020,201709,719.0078
20020,201710,623.57564
20020,201711,464.4931
20020,201712,318.13018
20020,201801,291.92217
20020,201802,383.07362
20020,201803,354.92622
20020,201804,378.21636
20020,201805,459.19912
20020,201806,348.98573
20020,201807,317.11681
20020,201808,235.66237
20020,201809,179.85676
20020,201810,166.28102
20020,201811,190.00801
20020,201812,187.36972
20020,201901,274.43268
20020,201902,210.74725
20020,201903,376.69627
20020,201904,312.04993
20020,201905,246.35519
20020,201906,247.66559
20020,201907,334.15196
20020,201908,235.55749
20020,201909,297.79276
20020,201910,239.20917
20020,201911,320.50638
20020,201912,266.06358
20021,201701,331.17312
20021,201702,257.28402
20021,201703,482.72522
20021,201704,462.21315
20021,201705,469.94443
20021,201706,466.98294
20021,201707,615.64346
20021,201708,481.62449
20021,201709,784.64143
20021,201710,629.6211
20021,201711,522.08089
20021,201712,365.47935
20021,201801,253.48382999999998
20021,201802,234.06376
20021,201803,405.9533
20021,201804,94.17408999999999
20021,201805,153.29935
20021,201806,447.59774999999996
20021,201807,332.17776
20021,201808,259.45932
20021,201809,391.53891
20021,201810,404.8525
20021,201811,313.67485
20021,201812,228.25426
20021,201901,193.10931
20021,201902,219.88515
20021,201903,324.14065
20021,201904,237.49697
20021,201905,298.79747
20021,201906,379.40454
20021,201907,221.07327
20021,201908,187.75422
20021,201909,317.98178
20021,201910,246.39019
20021,201911,284.14722
20021,201912,203.76721
20022,201701,316.55771
20022,201702,333.2784
20022,201703,536.75732
20022,201704,393.67906
20022,201705,465.94326
20022,201706,451.49394
20022,201707,369.37551
20022,201708,350.27867
20022,201709,462.57122
20022,201710,663.88357
20022,201711,463.30505
20022,201712,430.66729
20022,201801,285.24782
20022,201802,370.73834
20022,201803,326.04496
20022,201804,86.57375
20022,201805,187.75412
20022,201806,95.23986000000001
20022,201807,60.76759
20022,201808,52.57325
20022,201809,69.69581
20022,201810,114.86092000000001
20022,201811,198.44695000000002
20022,201812,257.81683
20022,201901,264.3164
20022,201902,238.353
20022,201903,316.0335
20022,201904,145.17485
20022,201905,401.78609
20022,201906,366.85959
20022,201907,340.12744
20022,201908,242.56377
20022,201909,312.15475
20022,201910,166.05387000000002
20022,201911,346.19018
20022,201912,210.8346
20023,201701,207.13875
20023,201702,189.93702
20023,201703,241.78791
20023,201704,222.51957000000002
20023,201705,338.15145
20023,201706,303.01362
20023,201707,264.07017
20023,201708,344.61336
20023,201709,528.2277
20023,201710,536.50233
20023,201711,400.26168
20023,201712,275.0202
20023,201801,223.72623000000002
20023,201802,258.94596
20023,201803,241.46304
20023,201804,181.02357
20023,201805,314.15748
20023,201806,289.50558
20023,201807,255.9102
20023,201808,342.49215
20023,201809,348.15417
20023,201810,226.30062
20023,201811,455.53599
20023,201812,244.01559
20023,201901,229.21626
20023,201902,175.61817
20023,201903,256.08492
20023,201904,255.5553
20023,201905,263.5542
20023,201906,252.34755
20023,201907,297.79386
20023,201908,262.68879
20023,201909,366.12576
20023,201910,386.37963
20023,201911,276.31695
20023,201912,181.13277
20024,201701,313.33302000000003
20024,201702,297.14958
20024,201703,253.8081
20024,201704,377.8047
20024,201705,532.69398
20024,201706,231.10542
20024,201707,402.93162
20024,201708,365.89644
20024,201709,594.9216
20024,201710,439.42626
20024,201711,439.26246
20024,201712,326.5353
20024,201801,224.71722
20024,201802,220.57308
20024,201803,418.4271
20024,201804,295.13484
20024,201805,350.18802
20024,201806,386.8956
20024,201807,249.15618
20024,201808,342.30924
20024,201809,265.12668
20024,201810,279.47556000000003
20024,201811,183.99654
20024,201812,182.45682
20024,201901,203.86548
20024,201902,212.08824
20024,201903,306.92844
20024,201904,186.4044
20024,201905,185.3397
20024,201906,202.47318
20024,201907,265.6017
20024,201908,193.15296
20024,201909,278.77122
20024,201910,201.83436
20024,201911,158.47650000000002
20024,201912,270.45018
20025,201701,166.81392
20025,201702,201.81798
20025,201703,323.63604000000004
20025,201704,130.99086
20025,201705,295.54434
20025,201706,343.68516
20025,201707,343.4886
20025,201708,229.0743
20025,201709,369.89315999999997
20025,201710,452.41560000000004
20025,201711,351.8424
20025,201712,263.7999
20025,201801,245.79828
20025,201802,255.6099
20025,201803,348.09138
20025,201804,312.49764
20025,201805,267.9768
20025,201806,291.82608
20025,201807,214.75818
20025,201808,318.5091
20025,201809,260.55666
20025,201810,326.51892
20025,201811,221.55588
20025,201812,105.86394
20025,201901,162.09647999999999
20025,201902,224.88102
20025,201903,253.13652
20025,201904,260.67132
20025,201905,147.97692
20025,201906,259.88508
20025,201907,232.90722
20025,201908,200.39292
20025,201909,302.211
20025,201910,144.56988
20025,201911,243.78354
20025,201912,241.83432000000002
20026,201701,184.4002
20026,201702,150.54726
20026,201703,259.71343
20026,201704,220.42147
20026,201705,272.67047
20026,201706,342.51809000000003
20026,201707,230.64849999999998
20026,201708,248.15326
20026,201709,249.6809
20026,201710,334.5991
20026,201711,217.9694
20026,201712,280.69245
20026,201801,250.81615
20026,201802,197.61244
20026,201803,203.14786
20026,201804,317.66739
20026,201805,378.08331
20026,201806,317.87268
20026,201807,330.87172
20026,201808,352.77241
20026,201809,397.8142
20026,201810,328.17556
20026,201811,307.11433999999997
20026,201812,223.97681
20026,201901,191.74673
20026,201902,263.67957
20026,201903,255.16212
20026,201904,215.64691
20026,201905,195.64338
20026,201906,243.76351
20026,201907,231.15919
20026,201908,119.35544
20026,201909,209.49245
20026,201910,374.10811
20026,201911,310.41326
20026,201912,235.10419
20027,201701,223.33358
20027,201702,166.28501
20027,201703,280.69386000000003
20027,201704,180.59669
20027,201705,281.63401
20027,201706,294.63241
20027,201707,239.27662
20027,201708,269.94895
20027,201709,252.90404
20027,201710,131.19731
20027,201711,239.77144
20027,201712,359.60688
20027,201801,125.19603
20027,201802,290.13933000000003
20027,201803,265.65696
20027,201804,222.62052
20027,201805,261.62113
20027,201806,191.64279
20027,201807,256.99365
20027,201808,243.69061
20027,201809,233.05315
20027,201810,220.78382
20027,201811,202.24299
20027,201812,230.09487
20027,201901,245.85801
20027,201902,241.8596
20027,201903,255.81045
20027,201904,258.15217
20027,201905,222.47177
20027,201906,210.70695
20027,201907,213.67774
20027,201908,217.37718
20027,201909,245.26007
20027,201910,212.75597
20027,201911,280.99034
20027,201912,155.25876
20028,201701,280.32732
20028,201702,315.79002
20028,201703,435.33126
20028,201704,331.41654
20028,201705,354.8727
20028,201706,331.58034
20028,201707,280.86786
20028,201708,298.01772
20028,201709,356.9202
20028,201710,321.31007999999997
20028,201711,477.477
20028,201712,185.97852
20028,201801,156.13416
20028,201802,184.6845
20028,201803,299.81952
20028,201804,186.19146
20028,201805,223.70166
20028,201806,220.42566
20028,201807,182.2275
20028,201808,254.62709999999998
20028,201809,287.25606
20028,201810,272.74338
20028,201811,220.27824
20028,201812,225.29052000000001
20028,201901,230.31918
20028,201902,277.49358
20028,201903,284.6844
20028,201904,213.89004
20028,201905,214.31592
20028,201906,273.52962
20028,201907,218.03418
20028,201908,61.670700000000004
20028,201909,271.0071
20028,201910,83.57076
20028,201911,320.29452000000003
20028,201912,109.92618
20029,201701,236.03158
20029,201702,232.25705
20029,201703,401.56945
20029,201704,320.50485
20029,201705,399.46785
20029,201706,305.61560000000003
20029,201707,210.04868
20029,201708,351.13017
20029,201709,318.16269
20029,201710,307.40357
20029,201711,320.27478
20029,201712,236.61708000000002
20029,201801,203.9529
20029,201802,330.66791
20029,201803,336.37682
20029,201804,308.07279
20029,201805,293.12078
20029,201806,284.12869
20029,201807,216.88684
20029,201808,193.21464
20029,201809,195.09678
20029,201810,199.61372
20029,201811,198.40079
20029,201812,127.50979
20029,201901,270.81835
20029,201902,198.8713
20029,201903,174.95867
20029,201904,315.15139
20029,201905,204.15151
20029,201906,170.14894
20029,201907,147.87787
20029,201908,91.49965
20029,201909,139.94184
20029,201910,197.41796
20029,201911,160.46681
20029,201912,150.64869
20030,201701,354.354
20030,201702,379.7794
20030,201703,618.7454
20030,201704,362.4712
20030,201705,569.4962
20030,201706,520.4472000000001
20030,201707,304.0674
20030,201708,497.952
20030,201709,381.017
20030,201710,602.1652
20030,201711,379.561
20030,201712,363.8726
20030,201801,162.4168
20030,201802,355.0456
20030,201803,321.23
20030,201804,411.32
20030,201805,329.6566
20030,201806,323.5596
20030,201807,191.7916
20030,201808,211.848
20030,201809,268.2316
20030,201810,169.7878
20030,201811,185.02120000000002
20030,201812,124.9248
20030,201901,158.4674
20030,201902,114.7146
20030,201903,132.0228
20030,201904,159.5594
20030,201905,129.2564
20030,201906,156.9386
20030,201907,127.9278
20030,201908,113.98660000000001
20030,201909,155.8648
20030,201910,86.177
20030,201911,96.5328
20030,201912,102.7572
20031,201701,138.09868
20031,201702,219.02896
20031,201703,182.35528
20031,201704,377.41272
20031,201705,245.63887
20031,201706,319.03873
20031,201707,278.74832
20031,201708,182.19803
20031,201709,432.8863
20031,201710,425.46063
20031,201711,361.40836
20031,201712,337.29695
20031,201801,207.34020999999998
20031,201802,243.62956
20031,201803,232.3077
20031,201804,264.38632
20031,201805,320.83833
20031,201806,238.00356
20031,201807,242.35408
20031,201808,303.83811000000003
20031,201809,279.39477
20031,201810,207.8993
20031,201811,207.82945
20031,201812,120.27722
20031,201901,151.72683
20031,201902,159.71151
20031,201903,182.52997
20031,201904,299.66223
20031,201905,136.36898
20031,201906,190.30503000000002
20031,201907,212.84388
20031,201908,127.38835
20031,201909,166.9624
20031,201910,113.88248
20031,201911,349.59721
20031,201912,139.91577
20032,201902,247.9988
20032,201903,573.57324
20032,201904,361.3822
20032,201905,488.43471
20032,201906,605.54931
20032,201907,698.0262700000001
20032,201908,703.14059
20032,201909,629.90072
20032,201910,751.16808
20032,201911,906.69823
20032,201912,527.79811
20033,201701,196.83573
20033,201702,184.26408
20033,201703,191.65965
20033,201704,238.15428
20033,201705,240.14991
20033,201706,231.40572
20033,201707,214.11936
20033,201708,275.02839
20033,201709,400.73942999999997
20033,201710,434.63784
20033,201711,259.33089
20033,201712,242.85261
20033,201801,171.61053
20033,201802,163.39323000000002
20033,201803,228.00414
20033,201804,190.81062
20033,201805,246.47805
20033,201806,175.15407000000002
20033,201807,207.81852
20033,201808,266.28693
20033,201809,300.47745000000003
20033,201810,278.24706
20033,201811,253.0437
20033,201812,150.48852
20033,201901,123.07386
20033,201902,132.55515
20033,201903,187.54008
20033,201904,151.11369
20033,201905,137.28078
20033,201906,160.32744
20033,201907,257.59188
20033,201908,224.36505
20033,201909,253.6989
20033,201910,203.47782
20033,201911,184.6026
20033,201912,96.76212
20034,201701,391.17078
20034,201702,347.55084
20034,201703,353.3985
20034,201704,341.55575999999996
20034,201705,661.40802
20034,201706,400.55652
20034,201707,393.92262
20034,201708,346.9284
20034,201709,485.0118
20034,201710,457.01838
20034,201711,372.20274
20034,201712,342.04716
20034,201801,277.9686
20034,201802,309.2544
20034,201803,519.13134
20034,201804,239.98338
20034,201805,357.3297
20034,201806,319.50828
20034,201807,275.24952
20034,201808,320.85143999999997
20034,201809,322.78428
20034,201810,246.68280000000001
20034,201811,185.60178
20034,201812,290.77776
20034,201901,144.37332
20034,201902,166.48632
20034,201903,241.7688
20034,201904,216.47808
20034,201905,105.63462
20034,201906,0.09828
20034,201907,0.0
20034,201908,0.0
20034,201909,0.0
20034,201910,0.0
20034,201911,0.0
20034,201912,0.0
20035,201701,196.32423
20035,201702,156.71515
20035,201703,266.52674
20035,201704,194.77792
20035,201705,305.88238
20035,201706,349.22168
20035,201707,183.30757
20035,201708,254.65447
20035,201709,453.52083
20035,201710,434.2928
20035,201711,270.02106
20035,201712,210.20574
20035,201801,130.83913
20035,201802,158.43616
20035,201803,221.11695
20035,201804,168.29912
20035,201805,241.62909
20035,201806,247.3337
20035,201807,209.67279
20035,201808,223.59798
20035,201809,204.89424
20035,201810,217.66627
20035,201811,195.05746
20035,201812,127.34478
20035,201901,175.43643
20035,201902,147.80444
20035,201903,185.39545999999999
20035,201904,178.97453
20035,201905,181.35943
20035,201906,219.22125
20035,201907,146.25818
20035,201908,122.06823
20035,201909,203.09464
20035,201910,137.66197
20035,201911,189.03836
20035,201912,179.97912
20036,201701,396.3232
20036,201702,185.1486
20036,201703,567.6944
20036,201704,422.331
